Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;329;-;-;329;-;-
Wählende;179;54,4 %;-;179;54,4 %;-
Ungültige Stimmen;5;2,8 %;-;3;1,7 %;-
Gültige Stimmen;174;97,2 %;-;176;98,3 %;-
SPD;65;37,4 %;-;80;45,5 %;-
AfD;42;24,1 %;-;44;25,0 %;-
CDU;39;22,4 %;-;20;11,4 %;-
GRÜNE/B 90;10;5,7 %;-;5;2,8 %;-
DIE LINKE;7;4,0 %;-;5;2,8 %;-
BVB / FREIE WÄHLER;10;5,7 %;-;3;1,7 %;-
FDP;1;0,6 %;-;2;1,1 %;-
Tierschutzpartei;-;-;-;2;1,1 %;-
Plus;-;-;-;3;1,7 %;-
BSW;-;-;-;12;6,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
