Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;473;-;-;473;-;-
Ungültige Stimmen;6;1,3 %;-;2;0,4 %;-
Gültige Stimmen;467;98,7 %;-;471;99,6 %;-
SPD;173;37,0 %;-;155;32,9 %;-
AfD;73;15,6 %;-;57;12,1 %;-
CDU;101;21,6 %;-;86;18,3 %;-
GRÜNE/B 90;19;4,1 %;-;21;4,5 %;-
DIE LINKE;45;9,6 %;-;22;4,7 %;-
BVB / FREIE WÄHLER;29;6,2 %;-;11;2,3 %;-
FDP;7;1,5 %;-;10;2,1 %;-
Tierschutzpartei;-;-;-;10;2,1 %;-
Plus;20;4,3 %;-;16;3,4 %;-
BSW;-;-;-;79;16,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,4 %;-
