Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;973;-;-;973;-;-
Wählende;487;50,1 %;-;487;50,1 %;-
Ungültige Stimmen;4;0,8 %;-;0;0,0 %;-
Gültige Stimmen;483;99,2 %;-;487;100,0 %;-
SPD;199;41,2 %;-;164;33,7 %;-
AfD;145;30,0 %;-;136;27,9 %;-
CDU;68;14,1 %;-;50;10,3 %;-
GRÜNE/B 90;16;3,3 %;-;39;8,0 %;-
DIE LINKE;16;3,3 %;-;16;3,3 %;-
BVB / FREIE WÄHLER;20;4,1 %;-;15;3,1 %;-
FDP;4;0,8 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;6;1,2 %;-
Plus;10;2,1 %;-;5;1,0 %;-
BSW;-;-;-;47;9,7 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;4;0,8 %;-
EB Müller;5;1,0 %;-;-;-;-
