Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.710;-;-;1.71;-;-
Wählende;873;51,1 %;+21;873.0;51,1 %;+21
Ungültige Stimmen;8;0,9 %;-22;4.0;0,5 %;-03
Gültige Stimmen;865;99,1 %;+22;869.0;99,5 %;+03
SPD;149;17,2 %;-44;167.0;19,2 %;+10
AfD;460;53,2 %;+532;439.0;50,5 %;+116
CDU;180;20,8 %;-171;110.0;12,7 %;-139
GRÜNE/B 90;10;1,2 %;-16;9.0;1,0 %;-24
DIE LINKE;15;1,7 %;-38;8.0;0,9 %;-35
BVB / FREIE WÄHLER;45;5,2 %;-52;23.0;2,6 %;+05
FDP;4;0,5 %;-52;6.0;0,7 %;-31
Tierschutzpartei;-;-;-;8.0;0,9 %;-02
Plus;-;-;-;4.0;0,5 %;-03
BSW;-;-;-;91.0;10,5 %;+105
III. Weg;-;-;-;1.0;0,1 %;+01
DKP;2;0,2 %;+02;0.0;0,0 %;00
DLW;-;-;-;1.0;0,1 %;+01
WU;-;-;-;2.0;0,2 %;+02
