Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;913;-;-;913;-;-
Wählende;557;61,0 %;+83;557;61,0 %;+83
Ungültige Stimmen;8;1,4 %;+14;5;0,9 %;+09
Gültige Stimmen;549;98,6 %;-14;552;99,1 %;-09
SPD;141;25,7 %;-14;138;25,0 %;-23
AfD;258;47,0 %;+179;244;44,2 %;+134
CDU;48;8,7 %;-40;44;8,0 %;-37
GRÜNE/B 90;9;1,6 %;-39;8;1,4 %;-58
DIE LINKE;16;2,9 %;-92;5;0,9 %;-79
BVB / FREIE WÄHLER;61;11,1 %;+05;18;3,3 %;-38
FDP;6;1,1 %;-18;4;0,7 %;-19
Tierschutzpartei;-;-;-;8;1,4 %;-23
Plus;-;-;-;3;0,5 %;-01
BSW;-;-;-;72;13,0 %;+130
III. Weg;-;-;-;1;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;10;1,8 %;+18;6;1,1 %;+11
WU;-;-;-;1;0,2 %;+02
