Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;576;-;-;576;-;-
Ungültige Stimmen;10;1,7 %;-;3;0,5 %;-
Gültige Stimmen;566;98,3 %;-;573;99,5 %;-
SPD;231;40,8 %;-;193;33,7 %;-
AfD;95;16,8 %;-;73;12,7 %;-
CDU;85;15,0 %;-;68;11,9 %;-
GRÜNE/B 90;39;6,9 %;-;43;7,5 %;-
DIE LINKE;54;9,5 %;-;27;4,7 %;-
BVB / FREIE WÄHLER;27;4,8 %;-;12;2,1 %;-
FDP;9;1,6 %;-;8;1,4 %;-
Tierschutzpartei;-;-;-;12;2,1 %;-
Plus;26;4,6 %;-;25;4,4 %;-
BSW;-;-;-;106;18,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;6;1,0 %;-
