Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;671;-;-;671;-;-
Wählende;330;49,2 %;+15;330;49,2 %;+15
Ungültige Stimmen;6;1,8 %;+06;5;1,5 %;-03
Gültige Stimmen;324;98,2 %;-06;325;98,5 %;+03
SPD;94;29,0 %;-22;92;28,3 %;-31
AfD;141;43,5 %;+191;130;40,0 %;+132
CDU;41;12,7 %;-05;31;9,5 %;-46
GRÜNE/B 90;3;0,9 %;-37;1;0,3 %;-18
DIE LINKE;12;3,7 %;-125;9;2,8 %;-117
BVB / FREIE WÄHLER;30;9,3 %;+38;9;2,8 %;-28
FDP;3;0,9 %;-40;1;0,3 %;-40
Tierschutzpartei;-;-;-;7;2,2 %;+15
Plus;-;-;-;0;0,0 %;00
BSW;-;-;-;44;13,5 %;+135
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;0,3 %;+03
