Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;248;-;-;248;-;-
Wählende;160;64,5 %;-;160;64,5 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;160;100,0 %;-;160;100,0 %;-
SPD;42;26,2 %;-;38;23,8 %;-
AfD;85;53,1 %;-;82;51,2 %;-
CDU;13;8,1 %;-;8;5,0 %;-
GRÜNE/B 90;2;1,2 %;-;2;1,2 %;-
DIE LINKE;5;3,1 %;-;5;3,1 %;-
BVB / FREIE WÄHLER;9;5,6 %;-;2;1,2 %;-
FDP;4;2,5 %;-;2;1,2 %;-
Tierschutzpartei;-;-;-;2;1,2 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;11,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,6 %;-
WU;-;-;-;0;0,0 %;-
