Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.027;-;-;1.027;-;-
Wählende;465;45,3 %;-;465.0;45,3 %;-
Ungültige Stimmen;6;1,3 %;-;3.0;0,6 %;-
Gültige Stimmen;459;98,7 %;-;462.0;99,4 %;-
SPD;165;35,9 %;-;136.0;29,4 %;-
AfD;149;32,5 %;-;143.0;31,0 %;-
CDU;52;11,3 %;-;43.0;9,3 %;-
GRÜNE/B 90;7;1,5 %;-;37.0;8,0 %;-
DIE LINKE;20;4,4 %;-;20.0;4,3 %;-
BVB / FREIE WÄHLER;63;13,7 %;-;34.0;7,4 %;-
FDP;3;0,7 %;-;0.0;0,0 %;-
Tierschutzpartei;-;-;-;3.0;0,6 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;40.0;8,7 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;2.0;0,4 %;-
