Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;536;-;-;536;-;-
Ungültige Stimmen;4;0,7 %;-;2;0,4 %;-
Gültige Stimmen;532;99,3 %;-;534;99,6 %;-
SPD;168;31,6 %;-;160;30,0 %;-
AfD;103;19,4 %;-;90;16,9 %;-
CDU;169;31,8 %;-;150;28,1 %;-
GRÜNE/B 90;19;3,6 %;-;20;3,7 %;-
DIE LINKE;19;3,6 %;-;4;0,7 %;-
BVB / FREIE WÄHLER;36;6,8 %;-;12;2,2 %;-
FDP;18;3,4 %;-;6;1,1 %;-
Tierschutzpartei;-;-;-;10;1,9 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;72;13,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;6;1,1 %;-
