Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;906;-;-;906;-;-
Ungültige Stimmen;8;0,9 %;-;3;0,3 %;-
Gültige Stimmen;898;99,1 %;-;903;99,7 %;-
SPD;301;33,5 %;-;271;30,0 %;-
AfD;142;15,8 %;-;113;12,5 %;-
CDU;253;28,2 %;-;233;25,8 %;-
GRÜNE/B 90;57;6,3 %;-;66;7,3 %;-
DIE LINKE;46;5,1 %;-;31;3,4 %;-
BVB / FREIE WÄHLER;56;6,2 %;-;28;3,1 %;-
FDP;23;2,6 %;-;10;1,1 %;-
Tierschutzpartei;-;-;-;22;2,4 %;-
Plus;20;2,2 %;-;16;1,8 %;-
BSW;-;-;-;103;11,4 %;-
III. Weg;-;-;-;2;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,3 %;-
WU;-;-;-;5;0,6 %;-
