Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;713;-;-;713;-;-
Ungültige Stimmen;9;1,3 %;+02;4;0,6 %;-04
Gültige Stimmen;704;98,7 %;-02;709;99,4 %;+04
SPD;202;28,7 %;+79;206;29,1 %;+42
AfD;190;27,0 %;+33;162;22,8 %;-34
CDU;138;19,6 %;-21;106;15,0 %;-00
GRÜNE/B 90;15;2,1 %;-36;13;1,8 %;-46
DIE LINKE;26;3,7 %;-144;9;1,3 %;-137
BVB / FREIE WÄHLER;72;10,2 %;+26;25;3,5 %;-27
FDP;8;1,1 %;-11;7;1,0 %;-20
Tierschutzpartei;-;-;-;17;2,4 %;+04
Plus;10;1,4 %;+14;7;1,0 %;-01
BSW;-;-;-;151;21,3 %;+213
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;6;0,8 %;+08
WU;-;-;-;0;0,0 %;00
EB Gliese;43;6,1 %;+61;-;-;-
