Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;13.377;-;-;13.377;-;-
Wählende;9.492;71,0 %;+143;9.492;71,0 %;+143
Ungültige Stimmen;151;1,6 %;+03;95.0;1,0 %;-02
Gültige Stimmen;9.341;98,4 %;-03;9.397;99,0 %;+02
SPD;2.900;31,0 %;+138;2.551;27,1 %;+28
AfD;3.198;34,2 %;+119;2.852;30,4 %;+65
CDU;1.406;15,1 %;-37;1.098;11,7 %;-59
GRÜNE/B 90;390;4,2 %;-109;352.0;3,7 %;-63
DIE LINKE;436;4,7 %;-99;285.0;3,0 %;-102
BVB / FREIE WÄHLER;583;6,2 %;-31;182.0;1,9 %;-27
FDP;82;0,9 %;-07;56.0;0,6 %;-19
Tierschutzpartei;346;3,7 %;+37;191.0;2,0 %;-07
Plus;-;-;-09;60.0;0,6 %;-02
BSW;-;-;-;1.713;18,2 %;+182
III. Weg;-;-;-;11.0;0,1 %;+01
DKP;-;-;-;3.0;0,0 %;+00
DLW;-;-;-;28.0;0,3 %;+03
WU;-;-;-;15.0;0,2 %;+02
