Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;789;-;-;789;-;-
Ungültige Stimmen;5;0,6 %;-;4;0,5 %;-
Gültige Stimmen;784;99,4 %;-;785;99,5 %;-
SPD;280;35,7 %;-;289;36,8 %;-
AfD;69;8,8 %;-;57;7,3 %;-
CDU;107;13,6 %;-;83;10,6 %;-
GRÜNE/B 90;145;18,5 %;-;130;16,6 %;-
DIE LINKE;112;14,3 %;-;58;7,4 %;-
BVB / FREIE WÄHLER;29;3,7 %;-;11;1,4 %;-
FDP;10;1,3 %;-;7;0,9 %;-
Tierschutzpartei;32;4,1 %;-;15;1,9 %;-
Plus;-;-;-;25;3,2 %;-
BSW;-;-;-;109;13,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
