Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;888;-;-;888;-;-
Wählende;407;45,8 %;-;407;45,8 %;-
Ungültige Stimmen;10;2,5 %;-;7;1,7 %;-
Gültige Stimmen;397;97,5 %;-;400;98,3 %;-
SPD;122;30,7 %;-;96;24,0 %;-
AfD;179;45,1 %;-;161;40,2 %;-
CDU;36;9,1 %;-;28;7,0 %;-
GRÜNE/B 90;5;1,3 %;-;5;1,2 %;-
DIE LINKE;21;5,3 %;-;8;2,0 %;-
BVB / FREIE WÄHLER;30;7,6 %;-;8;2,0 %;-
FDP;4;1,0 %;-;3;0,8 %;-
Tierschutzpartei;-;-;-;21;5,2 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;64;16,0 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,2 %;-
