Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;741;-;-;741;-;-
Ungültige Stimmen;7;0,9 %;-;1;0,1 %;-
Gültige Stimmen;734;99,1 %;-;740;99,9 %;-
SPD;221;30,1 %;-;231;31,2 %;-
AfD;169;23,0 %;-;142;19,2 %;-
CDU;162;22,1 %;-;112;15,1 %;-
GRÜNE/B 90;49;6,7 %;-;50;6,8 %;-
DIE LINKE;44;6,0 %;-;16;2,2 %;-
BVB / FREIE WÄHLER;84;11,4 %;-;30;4,1 %;-
FDP;5;0,7 %;-;5;0,7 %;-
Tierschutzpartei;-;-;-;10;1,4 %;-
Plus;-;-;-;9;1,2 %;-
BSW;-;-;-;130;17,6 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,1 %;-
