Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;160;-;-;160;-;-
Wählende;99;61,9 %;+133;99;61,9 %;+133
Ungültige Stimmen;1;1,0 %;-20;1;1,0 %;-22
Gültige Stimmen;98;99,0 %;+20;98;99,0 %;+22
SPD;18;18,4 %;-20;19;19,4 %;-68
AfD;62;63,3 %;+366;56;57,1 %;+286
CDU;6;6,1 %;-144;4;4,1 %;-148
GRÜNE/B 90;1;1,0 %;-116;2;2,0 %;-72
DIE LINKE;2;2,0 %;-53;0;0,0 %;-71
BVB / FREIE WÄHLER;7;7,1 %;+45;5;5,1 %;+24
FDP;0;0,0 %;-16;0;0,0 %;-20
Tierschutzpartei;2;2,0 %;+20;1;1,0 %;-25
Plus;-;-;-29;0;0,0 %;-17
BSW;-;-;-;10;10,2 %;+102
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;1,0 %;+10
WU;-;-;-;0;0,0 %;00
