Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;42.942;-;-;42.942;-;-
Wählende;29.356;68,4 %;+127;29.356;68,4 %;+127
Ungültige Stimmen;465;1,6 %;+03;277.0;0,9 %;-03
Gültige Stimmen;28.891;98,4 %;-03;29.079;99,1 %;+03
SPD;9.398;32,5 %;+134;8.861;30,5 %;+72
AfD;9.721;33,6 %;+89;8.498;29,2 %;+47
CDU;4.894;16,9 %;+07;3.169;10,9 %;-40
GRÜNE/B 90;610;2,1 %;-56;893.0;3,1 %;-60
DIE LINKE;2.155;7,5 %;-147;1.106;3,8 %;-137
BVB / FREIE WÄHLER;1.764;6,1 %;+19;603.0;2,1 %;-12
FDP;349;1,2 %;-24;191.0;0,7 %;-31
Tierschutzpartei;-;-;-;568.0;2,0 %;-03
Plus;-;-;-;216.0;0,7 %;-04
BSW;-;-;-;4.727;16,3 %;+163
III. Weg;-;-;-;25.0;0,1 %;+01
DKP;-;-;-;38.0;0,1 %;+01
DLW;-;-;-;95.0;0,3 %;+03
WU;-;-;-;89.0;0,3 %;+03
