Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.416;-;-;3.416;-;-
Wählende;2.404;70,4 %;+143;2.404;70,4 %;+143
Ungültige Stimmen;33;1,4 %;+06;28;1,2 %;+03
Gültige Stimmen;2.371;98,6 %;-06;2.376;98,8 %;-03
SPD;914;38,5 %;-13;746;31,4 %;-17
AfD;924;39,0 %;+166;868;36,5 %;+128
CDU;304;12,8 %;-42;274;11,5 %;-56
GRÜNE/B 90;29;1,2 %;-41;44;1,9 %;-52
DIE LINKE;60;2,5 %;-44;42;1,8 %;-67
BVB / FREIE WÄHLER;93;3,9 %;-24;46;1,9 %;-22
FDP;10;0,4 %;-16;4;0,2 %;-28
Tierschutzpartei;-;-;-;37;1,6 %;-06
Plus;15;0,6 %;+06;6;0,3 %;-10
BSW;-;-;-;295;12,4 %;+124
III. Weg;8;0,3 %;+03;4;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;8;0,3 %;+03
WU;-;-;-;2;0,1 %;+01
EB Mießner;14;0,6 %;+06;-;-;-
