Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;896;-;-;896;-;-
Ungültige Stimmen;10;1,1 %;-;1;0,1 %;-
Gültige Stimmen;886;98,9 %;-;895;99,9 %;-
SPD;252;28,4 %;-;258;28,8 %;-
AfD;175;19,8 %;-;151;16,9 %;-
CDU;271;30,6 %;-;146;16,3 %;-
GRÜNE/B 90;50;5,6 %;-;49;5,5 %;-
DIE LINKE;51;5,8 %;-;30;3,4 %;-
BVB / FREIE WÄHLER;81;9,1 %;-;25;2,8 %;-
FDP;6;0,7 %;-;5;0,6 %;-
Tierschutzpartei;-;-;-;19;2,1 %;-
Plus;-;-;-;10;1,1 %;-
BSW;-;-;-;193;21,6 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,4 %;-
WU;-;-;-;4;0,4 %;-
