Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.489;-;-;1.489;-;-
Wählende;620;41,6 %;-;620.0;41,6 %;-
Ungültige Stimmen;5;0,8 %;-;3.0;0,5 %;-
Gültige Stimmen;615;99,2 %;-;617.0;99,5 %;-
SPD;255;41,5 %;-;219.0;35,5 %;-
AfD;164;26,7 %;-;148.0;24,0 %;-
CDU;82;13,3 %;-;54.0;8,8 %;-
GRÜNE/B 90;40;6,5 %;-;48.0;7,8 %;-
DIE LINKE;30;4,9 %;-;16.0;2,6 %;-
BVB / FREIE WÄHLER;38;6,2 %;-;18.0;2,9 %;-
FDP;6;1,0 %;-;5.0;0,8 %;-
Tierschutzpartei;-;-;-;13.0;2,1 %;-
Plus;-;-;-;8.0;1,3 %;-
BSW;-;-;-;84.0;13,6 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,3 %;-
WU;-;-;-;2.0;0,3 %;-
