Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.071;-;-;1.071;-;-
Ungültige Stimmen;8;0,7 %;+01;6.0;0,6 %;+01
Gültige Stimmen;1.063;99,3 %;-01;1.065;99,4 %;-01
SPD;397;37,3 %;+92;369.0;34,6 %;+74
AfD;232;21,8 %;+72;208.0;19,5 %;+38
CDU;208;19,6 %;+62;183.0;17,2 %;+13
GRÜNE/B 90;38;3,6 %;-74;49.0;4,6 %;-94
DIE LINKE;67;6,3 %;-73;21.0;2,0 %;-109
BVB / FREIE WÄHLER;101;9,5 %;+46;42.0;3,9 %;-21
FDP;11;1,0 %;-19;11.0;1,0 %;-25
Tierschutzpartei;-;-;-;9.0;0,8 %;-22
Plus;-;-;-;12.0;1,1 %;-01
BSW;-;-;-;145.0;13,6 %;+136
III. Weg;-;-;-;0.0;0,0 %;00
DKP;9;0,8 %;+08;4.0;0,4 %;+04
DLW;-;-;-;6.0;0,6 %;+06
WU;-;-;-;6.0;0,6 %;+06
