Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;545;-;-;545;-;-
Ungültige Stimmen;5;0,9 %;+04;0;0,0 %;-05
Gültige Stimmen;540;99,1 %;-04;545;100,0 %;+05
SPD;189;35,0 %;+100;175;32,1 %;+36
AfD;138;25,6 %;+36;118;21,7 %;+07
CDU;113;20,9 %;+35;92;16,9 %;+13
GRÜNE/B 90;24;4,4 %;-87;29;5,3 %;-58
DIE LINKE;22;4,1 %;-72;8;1,5 %;-82
BVB / FREIE WÄHLER;31;5,7 %;-17;13;2,4 %;-24
FDP;6;1,1 %;-27;5;0,9 %;-36
Tierschutzpartei;-;-;-;11;2,0 %;-11
Plus;-;-;-;11;2,0 %;+06
BSW;-;-;-;73;13,4 %;+134
III. Weg;-;-;-;1;0,2 %;+02
DKP;-;-;-;1;0,2 %;+02
DLW;17;3,1 %;+31;7;1,3 %;+13
WU;-;-;-;1;0,2 %;+02
