Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.323;-;-;1.323;-;-
Wählende;545;41,2 %;-61;545.0;41,2 %;-61
Ungültige Stimmen;10;1,8 %;+08;5.0;0,9 %;-00
Gültige Stimmen;535;98,2 %;-08;540.0;99,1 %;+00
SPD;191;35,7 %;+50;186.0;34,4 %;+51
AfD;161;30,1 %;+151;153.0;28,3 %;+128
CDU;89;16,6 %;+26;71.0;13,1 %;-07
GRÜNE/B 90;24;4,5 %;-126;31.0;5,7 %;-127
DIE LINKE;16;3,0 %;-33;9.0;1,7 %;-46
BVB / FREIE WÄHLER;16;3,0 %;-50;9.0;1,7 %;-33
FDP;32;6,0 %;-28;15.0;2,8 %;-48
Tierschutzpartei;-;-;-;12.0;2,2 %;-02
Plus;6;1,1 %;+11;3.0;0,6 %;-09
BSW;-;-;-;50.0;9,3 %;+93
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;0.0;0,0 %;00
WU;-;-;-;1.0;0,2 %;+02
