Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;758;-;-;758;-;-
Wählende;278;36,7 %;-;278;36,7 %;-
Ungültige Stimmen;10;3,6 %;-;6;2,2 %;-
Gültige Stimmen;268;96,4 %;-;272;97,8 %;-
SPD;111;41,4 %;-;95;34,9 %;-
AfD;101;37,7 %;-;86;31,6 %;-
CDU;19;7,1 %;-;16;5,9 %;-
GRÜNE/B 90;5;1,9 %;-;10;3,7 %;-
DIE LINKE;14;5,2 %;-;9;3,3 %;-
BVB / FREIE WÄHLER;15;5,6 %;-;7;2,6 %;-
FDP;3;1,1 %;-;1;0,4 %;-
Tierschutzpartei;-;-;-;7;2,6 %;-
Plus;-;-;-;3;1,1 %;-
BSW;-;-;-;36;13,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,7 %;-
