Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.033;-;-;1.033;-;-
Wählende;482;46,7 %;-;482.0;46,7 %;-
Ungültige Stimmen;4;0,8 %;-;1.0;0,2 %;-
Gültige Stimmen;478;99,2 %;-;481.0;99,8 %;-
SPD;142;29,7 %;-;127.0;26,4 %;-
AfD;174;36,4 %;-;163.0;33,9 %;-
CDU;87;18,2 %;-;71.0;14,8 %;-
GRÜNE/B 90;12;2,5 %;-;22.0;4,6 %;-
DIE LINKE;21;4,4 %;-;10.0;2,1 %;-
BVB / FREIE WÄHLER;37;7,7 %;-;13.0;2,7 %;-
FDP;5;1,0 %;-;0.0;0,0 %;-
Tierschutzpartei;-;-;-;8.0;1,7 %;-
Plus;-;-;-;7.0;1,5 %;-
BSW;-;-;-;54.0;11,2 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;4.0;0,8 %;-
WU;-;-;-;0.0;0,0 %;-
