Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.010;-;-;1.010;-;-
Wählende;482;47,7 %;-;482;47,7 %;-
Ungültige Stimmen;10;2,1 %;-;7;1,5 %;-
Gültige Stimmen;472;97,9 %;-;475;98,5 %;-
SPD;95;20,1 %;-;109;22,9 %;-
AfD;179;37,9 %;-;185;38,9 %;-
CDU;44;9,3 %;-;26;5,5 %;-
GRÜNE/B 90;9;1,9 %;-;10;2,1 %;-
DIE LINKE;22;4,7 %;-;13;2,7 %;-
BVB / FREIE WÄHLER;114;24,2 %;-;41;8,6 %;-
FDP;7;1,5 %;-;5;1,1 %;-
Tierschutzpartei;-;-;-;14;2,9 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;68;14,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;1;0,2 %;-;-;-;-
EB Link;1;0,2 %;-;-;-;-
