Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.038;-;-;1.038;-;-
Wählende;562;54,1 %;-;562.0;54,1 %;-
Ungültige Stimmen;5;0,9 %;-;5.0;0,9 %;-
Gültige Stimmen;557;99,1 %;-;557.0;99,1 %;-
SPD;164;29,4 %;-;144.0;25,9 %;-
AfD;283;50,8 %;-;255.0;45,8 %;-
CDU;56;10,1 %;-;48.0;8,6 %;-
GRÜNE/B 90;4;0,7 %;-;8.0;1,4 %;-
DIE LINKE;20;3,6 %;-;9.0;1,6 %;-
BVB / FREIE WÄHLER;22;3,9 %;-;4.0;0,7 %;-
FDP;8;1,4 %;-;6.0;1,1 %;-
Tierschutzpartei;-;-;-;7.0;1,3 %;-
Plus;-;-;-;4.0;0,7 %;-
BSW;-;-;-;67.0;12,0 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;4.0;0,7 %;-
