Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;6.656;-;-;6.656;-;-
Wählende;4.899;73,6 %;+136;4.899;73,6 %;+136
Ungültige Stimmen;64;1,3 %;+05;38.0;0,8 %;-03
Gültige Stimmen;4.835;98,7 %;-05;4.861;99,2 %;+03
SPD;1.614;33,4 %;+33;1.412;29,0 %;+02
AfD;1.679;34,7 %;+109;1.579;32,5 %;+66
CDU;734;15,2 %;-05;583.0;12,0 %;-20
GRÜNE/B 90;63;1,3 %;-76;105.0;2,2 %;-59
DIE LINKE;214;4,4 %;-43;128.0;2,6 %;-71
BVB / FREIE WÄHLER;435;9,0 %;+17;239.0;4,9 %;-17
FDP;33;0,7 %;-27;27.0;0,6 %;-29
Tierschutzpartei;-;-;-;65.0;1,3 %;-06
Plus;-;-;-12;20.0;0,4 %;-09
BSW;-;-;-;660.0;13,6 %;+136
III. Weg;-;-;-;7.0;0,1 %;+01
DKP;-;-;-;3.0;0,1 %;+01
DLW;63;1,3 %;+13;22.0;0,5 %;+05
WU;-;-;-;11.0;0,2 %;+02
