Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;130;-;-;130;-;-
Wählende;69;53,1 %;-;69;53,1 %;-
Ungültige Stimmen;1;1,4 %;-;1;1,4 %;-
Gültige Stimmen;68;98,6 %;-;68;98,6 %;-
SPD;28;41,2 %;-;21;30,9 %;-
AfD;28;41,2 %;-;29;42,6 %;-
CDU;3;4,4 %;-;5;7,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,5 %;-
DIE LINKE;4;5,9 %;-;2;2,9 %;-
BVB / FREIE WÄHLER;4;5,9 %;-;1;1,5 %;-
FDP;1;1,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;8;11,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;0;0,0 %;-;-;-;-
