Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;60.016;-;-;60.016;-;-
Wählende;43.397;72,3 %;+91;43.397;72,3 %;+91
Ungültige Stimmen;523;1,2 %;-01;314;0,7 %;-06
Gültige Stimmen;42.874;98,8 %;+01;43.083;99,3 %;+06
SPD;15.630;36,5 %;+77;14.088;32,7 %;+70
AfD;12.286;28,7 %;+76;11.365;26,4 %;+49
CDU;7.365;17,2 %;+03;5.811;13,5 %;-19
GRÜNE/B 90;1.434;3,3 %;-78;1.896;4,4 %;-86
DIE LINKE;1.868;4,4 %;-59;1.159;2,7 %;-75
BVB / FREIE WÄHLER;3.180;7,4 %;-07;1.133;2,6 %;-30
FDP;528;1,2 %;-22;430;1,0 %;-31
Tierschutzpartei;-;-;-;1.102;2,6 %;-04
Plus;-;-;-;381;0,9 %;-04
BSW;-;-;-;5.341;12,4 %;+124
III. Weg;-;-;-;51;0,1 %;+01
DKP;226;0,5 %;+02;51;0,1 %;+01
DLW;-;-;-;146;0,3 %;+03
WU;-;-;-;129;0,3 %;+03
EB Schamberger;357;0,8 %;+08;-;-;-
