Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;619;-;-;619;-;-
Wählende;317;51,2 %;+96;317;51,2 %;+96
Ungültige Stimmen;3;0,9 %;-09;1;0,3 %;-13
Gültige Stimmen;314;99,1 %;+09;316;99,7 %;+13
SPD;134;42,7 %;+140;109;34,5 %;+55
AfD;90;28,7 %;-16;85;26,9 %;-25
CDU;51;16,2 %;+32;40;12,7 %;+01
GRÜNE/B 90;8;2,5 %;-67;26;8,2 %;-03
DIE LINKE;7;2,2 %;-77;6;1,9 %;-64
BVB / FREIE WÄHLER;17;5,4 %;-06;5;1,6 %;-26
FDP;4;1,3 %;-16;4;1,3 %;-20
Tierschutzpartei;-;-;-;14;4,4 %;+12
Plus;-;-;-;4;1,3 %;+02
BSW;-;-;-;22;7,0 %;+70
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;3;1,0 %;+10;1;0,3 %;+03
WU;-;-;-;0;0,0 %;00
