Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;846;-;-;846;-;-
Wählende;429;50,7 %;-;429;50,7 %;-
Ungültige Stimmen;8;1,9 %;-;6;1,4 %;-
Gültige Stimmen;421;98,1 %;-;423;98,6 %;-
SPD;138;32,8 %;-;117;27,7 %;-
AfD;160;38,0 %;-;146;34,5 %;-
CDU;54;12,8 %;-;36;8,5 %;-
GRÜNE/B 90;14;3,3 %;-;30;7,1 %;-
DIE LINKE;16;3,8 %;-;13;3,1 %;-
BVB / FREIE WÄHLER;23;5,5 %;-;9;2,1 %;-
FDP;8;1,9 %;-;9;2,1 %;-
Tierschutzpartei;-;-;-;11;2,6 %;-
Plus;8;1,9 %;-;7;1,7 %;-
BSW;-;-;-;43;10,2 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
