Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;98;-;-;98;-;-
Wählende;69;70,4 %;+90;69;70,4 %;+90
Ungültige Stimmen;1;1,4 %;-05;1;1,4 %;-13
Gültige Stimmen;68;98,6 %;+05;68;98,6 %;+13
SPD;33;48,5 %;+153;22;32,4 %;+74
AfD;24;35,3 %;+20;24;35,3 %;+06
CDU;8;11,8 %;+10;6;8,8 %;-54
GRÜNE/B 90;1;1,5 %;-48;1;1,5 %;-55
DIE LINKE;1;1,5 %;-41;1;1,5 %;-52
BVB / FREIE WÄHLER;1;1,5 %;-43;0;0,0 %;-42
FDP;0;0,0 %;-42;0;0,0 %;-51
Tierschutzpartei;-;-;-;4;5,9 %;+37
Plus;-;-;-08;0;0,0 %;-09
BSW;-;-;-;9;13,2 %;+132
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;1,5 %;+15
WU;-;-;-;0;0,0 %;00
Die PARTEI;0;0,0 %;00;-;-;-
