Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;147;-;-;147;-;-
Wählende;88;59,9 %;-;88;59,9 %;-
Ungültige Stimmen;1;1,1 %;-;1;1,1 %;-
Gültige Stimmen;87;98,9 %;-;87;98,9 %;-
SPD;15;17,2 %;-;15;17,2 %;-
AfD;38;43,7 %;-;33;37,9 %;-
CDU;12;13,8 %;-;11;12,6 %;-
GRÜNE/B 90;3;3,4 %;-;2;2,3 %;-
DIE LINKE;3;3,4 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;5;5,7 %;-;5;5,7 %;-
FDP;2;2,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;1,1 %;-
BSW;-;-;-;13;14,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;9;10,3 %;-;7;8,0 %;-
WU;-;-;-;0;0,0 %;-
