Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.105;-;-;1.105;-;-
Wählende;455;41,2 %;-;455;41,2 %;-
Ungültige Stimmen;10;2,2 %;-;7;1,5 %;-
Gültige Stimmen;445;97,8 %;-;448;98,5 %;-
SPD;108;24,3 %;-;112;25,0 %;-
AfD;150;33,7 %;-;140;31,2 %;-
CDU;26;5,8 %;-;26;5,8 %;-
GRÜNE/B 90;6;1,3 %;-;13;2,9 %;-
DIE LINKE;41;9,2 %;-;15;3,3 %;-
BVB / FREIE WÄHLER;102;22,9 %;-;44;9,8 %;-
FDP;2;0,4 %;-;2;0,4 %;-
Tierschutzpartei;-;-;-;6;1,3 %;-
Plus;-;-;-;9;2,0 %;-
BSW;-;-;-;77;17,2 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,4 %;-
dieBasis;5;1,1 %;-;-;-;-
EB Link;5;1,1 %;-;-;-;-
