Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.481;-;-;1.481;-;-
Wählende;682;46,0 %;-;682;46,0 %;-
Ungültige Stimmen;59;8,7 %;-;14;2,1 %;-
Gültige Stimmen;623;91,3 %;-;668;97,9 %;-
SPD;197;31,6 %;-;191;28,6 %;-
AfD;-;-;-;293;43,9 %;-
CDU;98;15,7 %;-;45;6,7 %;-
GRÜNE/B 90;9;1,4 %;-;15;2,2 %;-
DIE LINKE;58;9,3 %;-;21;3,1 %;-
BVB / FREIE WÄHLER;94;15,1 %;-;10;1,5 %;-
FDP;24;3,9 %;-;13;1,9 %;-
Tierschutzpartei;-;-;-;11;1,6 %;-
Plus;-;-;-;3;0,4 %;-
BSW;-;-;-;63;9,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,4 %;-
EB Raue;143;23,0 %;-;-;-;-
