Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.189;-;-;1.189;-;-
Wählende;507;42,6 %;-;507;42,6 %;-
Ungültige Stimmen;14;2,8 %;-;13;2,6 %;-
Gültige Stimmen;493;97,2 %;-;494;97,4 %;-
SPD;168;34,1 %;-;172;34,8 %;-
AfD;231;46,9 %;-;209;42,3 %;-
CDU;33;6,7 %;-;20;4,0 %;-
GRÜNE/B 90;1;0,2 %;-;1;0,2 %;-
DIE LINKE;25;5,1 %;-;7;1,4 %;-
BVB / FREIE WÄHLER;21;4,3 %;-;9;1,8 %;-
FDP;3;0,6 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;12;2,4 %;-
Plus;6;1,2 %;-;0;0,0 %;-
BSW;-;-;-;58;11,7 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
EB Gliese;5;1,0 %;-;-;-;-
