Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;4.669;-;-;4.669;-;-
Wählende;3.333;71,4 %;+153;3.333;71,4 %;+153
Ungültige Stimmen;54;1,6 %;+01;33.0;1,0 %;-01
Gültige Stimmen;3.279;98,4 %;-01;3.3;99,0 %;+01
SPD;1.123;34,2 %;+81;998.0;30,2 %;+18
AfD;1.171;35,7 %;+118;1.061;32,2 %;+74
CDU;493;15,0 %;-43;429.0;13,0 %;-59
GRÜNE/B 90;45;1,4 %;-44;72.0;2,2 %;-40
DIE LINKE;142;4,3 %;-122;76.0;2,3 %;-91
BVB / FREIE WÄHLER;157;4,8 %;+00;59.0;1,8 %;-15
FDP;27;0,8 %;-26;17.0;0,5 %;-33
Tierschutzpartei;-;-;-;60.0;1,8 %;-05
Plus;-;-;-;14.0;0,4 %;-04
BSW;-;-;-;444.0;13,5 %;+135
III. Weg;-;-;-;5.0;0,2 %;+02
DKP;-;-;-;1.0;0,0 %;+00
DLW;121;3,7 %;+37;54.0;1,6 %;+16
WU;-;-;-;10.0;0,3 %;+03
