Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.027;-;-;1.027;-;-
Ungültige Stimmen;13;1,3 %;+03;8.0;0,8 %;+06
Gültige Stimmen;1.014;98,7 %;-03;1.019;99,2 %;-06
SPD;323;31,9 %;+134;304.0;29,8 %;+88
AfD;251;24,8 %;-38;200.0;19,6 %;-81
CDU;205;20,2 %;+47;144.0;14,1 %;-10
GRÜNE/B 90;39;3,8 %;-55;37.0;3,6 %;-64
DIE LINKE;63;6,2 %;-120;30.0;2,9 %;-63
BVB / FREIE WÄHLER;112;11,0 %;+39;52.0;5,1 %;-14
FDP;21;2,1 %;-07;10.0;1,0 %;-37
Tierschutzpartei;-;-;-;13.0;1,3 %;-23
Plus;-;-;-;7.0;0,7 %;-09
BSW;-;-;-;205.0;20,1 %;+201
III. Weg;-;-;-;1.0;0,1 %;+01
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;9.0;0,9 %;+09
WU;-;-;-;7.0;0,7 %;+07
