Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;444;-;-;444;-;-
Ungültige Stimmen;3;0,7 %;-;1;0,2 %;-
Gültige Stimmen;441;99,3 %;-;443;99,8 %;-
SPD;126;28,6 %;-;147;33,2 %;-
AfD;92;20,9 %;-;92;20,8 %;-
CDU;135;30,6 %;-;88;19,9 %;-
GRÜNE/B 90;9;2,0 %;-;14;3,2 %;-
DIE LINKE;13;2,9 %;-;8;1,8 %;-
BVB / FREIE WÄHLER;29;6,6 %;-;12;2,7 %;-
FDP;11;2,5 %;-;4;0,9 %;-
Tierschutzpartei;-;-;-;8;1,8 %;-
Plus;3;0,7 %;-;3;0,7 %;-
BSW;-;-;-;59;13,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,2 %;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;7;1,6 %;-
Demokraten BB;22;5,0 %;-;-;-;-
