Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;952;-;-;952;-;-
Wählende;435;45,7 %;-04;435;45,7 %;-04
Ungültige Stimmen;5;1,1 %;-04;4;0,9 %;-08
Gültige Stimmen;430;98,9 %;+04;431;99,1 %;+08
SPD;179;41,6 %;+47;159;36,9 %;+45
AfD;151;35,1 %;+151;141;32,7 %;+127
CDU;31;7,2 %;-44;18;4,2 %;-66
GRÜNE/B 90;6;1,4 %;-74;15;3,5 %;-76
DIE LINKE;31;7,2 %;-54;18;4,2 %;-80
BVB / FREIE WÄHLER;18;4,2 %;-18;8;1,9 %;-28
FDP;8;1,9 %;-18;5;1,2 %;-28
Tierschutzpartei;-;-;-;15;3,5 %;+04
Plus;-;-;-;5;1,2 %;-03
BSW;-;-;-;42;9,7 %;+97
III. Weg;-;-;-;1;0,2 %;+02
DKP;2;0,5 %;+00;2;0,5 %;+05
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;1;0,2 %;+02
EB Schamberger;4;0,9 %;+09;-;-;-
