Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;352;-;-;352;-;-
Wählende;217;61,6 %;-;217;61,6 %;-
Ungültige Stimmen;3;1,4 %;-;2;0,9 %;-
Gültige Stimmen;214;98,6 %;-;215;99,1 %;-
SPD;80;37,4 %;-;63;29,3 %;-
AfD;84;39,3 %;-;74;34,4 %;-
CDU;24;11,2 %;-;24;11,2 %;-
GRÜNE/B 90;3;1,4 %;-;7;3,3 %;-
DIE LINKE;11;5,1 %;-;8;3,7 %;-
BVB / FREIE WÄHLER;7;3,3 %;-;1;0,5 %;-
FDP;3;1,4 %;-;2;0,9 %;-
Tierschutzpartei;-;-;-;4;1,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;31;14,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;0,9 %;-;1;0,5 %;-
WU;-;-;-;0;0,0 %;-
