Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;764;-;-;764;-;-
Wählende;333;43,6 %;-;333;43,6 %;-
Ungültige Stimmen;7;2,1 %;-;5;1,5 %;-
Gültige Stimmen;326;97,9 %;-;328;98,5 %;-
SPD;65;19,9 %;-;65;19,8 %;-
AfD;162;49,7 %;-;159;48,5 %;-
CDU;69;21,2 %;-;41;12,5 %;-
GRÜNE/B 90;0;0,0 %;-;1;0,3 %;-
DIE LINKE;10;3,1 %;-;4;1,2 %;-
BVB / FREIE WÄHLER;14;4,3 %;-;6;1,8 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;5;1,5 %;-
Plus;2;0,6 %;-;2;0,6 %;-
BSW;-;-;-;44;13,4 %;-
III. Weg;1;0,3 %;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;2;0,6 %;-;-;-;-
