Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;7.456;-;-;7.456;-;-
Wählende;5.624;75,4 %;+142;5.624;75,4 %;+142
Ungültige Stimmen;64;1,1 %;+02;37.0;0,7 %;-02
Gültige Stimmen;5.560;98,9 %;-02;5.587;99,3 %;+02
SPD;1.748;31,4 %;+84;1.541;27,6 %;+18
AfD;2.129;38,3 %;+111;1.939;34,7 %;+69
CDU;769;13,8 %;+08;551.0;9,9 %;-22
GRÜNE/B 90;101;1,8 %;-73;130.0;2,3 %;-58
DIE LINKE;253;4,6 %;-73;123.0;2,2 %;-80
BVB / FREIE WÄHLER;444;8,0 %;-21;166.0;3,0 %;-49
FDP;76;1,4 %;-16;33.0;0,6 %;-25
Tierschutzpartei;-;-;-;134.0;2,4 %;-15
Plus;-;-;-;53.0;0,9 %;+00
BSW;-;-;-;843.0;15,1 %;+151
III. Weg;-;-;-;3.0;0,1 %;+01
DKP;40;0,7 %;+07;5.0;0,1 %;+01
DLW;-;-;-;49.0;0,9 %;+09
WU;-;-;-;17.0;0,3 %;+03
