Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;793;-;-;793;-;-
Ungültige Stimmen;8;1,0 %;-;4;0,5 %;-
Gültige Stimmen;785;99,0 %;-;789;99,5 %;-
SPD;240;30,6 %;-;208;26,4 %;-
AfD;109;13,9 %;-;97;12,3 %;-
CDU;106;13,5 %;-;84;10,6 %;-
GRÜNE/B 90;88;11,2 %;-;125;15,8 %;-
DIE LINKE;165;21,0 %;-;109;13,8 %;-
BVB / FREIE WÄHLER;40;5,1 %;-;20;2,5 %;-
FDP;33;4,2 %;-;12;1,5 %;-
Tierschutzpartei;-;-;-;19;2,4 %;-
Plus;-;-;-;19;2,4 %;-
BSW;-;-;-;89;11,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;3;0,4 %;-
dieBasis;4;0,5 %;-;-;-;-
