Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;4.403;-;-;4.403;-;-
Wählende;3.157;71,7 %;+166;3.157;71,7 %;+166
Ungültige Stimmen;44;1,4 %;-01;25;0,8 %;-03
Gültige Stimmen;3.113;98,6 %;+01;3.132;99,2 %;+03
SPD;825;26,5 %;+56;769;24,6 %;+10
AfD;1.165;37,4 %;+126;1.066;34,0 %;+94
CDU;538;17,3 %;-66;434;13,9 %;-81
GRÜNE/B 90;65;2,1 %;-70;90;2,9 %;-61
DIE LINKE;218;7,0 %;-43;91;2,9 %;-70
BVB / FREIE WÄHLER;197;6,3 %;+01;76;2,4 %;-15
FDP;78;2,5 %;-11;31;1,0 %;-24
Tierschutzpartei;-;-;-;53;1,7 %;-08
Plus;-;-;-;71;2,3 %;+12
BSW;-;-;-;414;13,2 %;+132
III. Weg;-;-;-;11;0,4 %;+04
DKP;-;-;-;2;0,1 %;+01
DLW;-;-;-;17;0,5 %;+05
WU;-;-;-;7;0,2 %;+02
dieBasis;27;0,9 %;+09;-;-;-
