Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;12.726;-;-;12.726;-;-
Wählende;8.526;67,0 %;+90;8.526;67,0 %;+90
Ungültige Stimmen;132;1,5 %;+01;99;1,2 %;-04
Gültige Stimmen;8.394;98,5 %;-01;8.427;98,8 %;+04
SPD;3.620;43,1 %;+80;2.555;30,3 %;+27
AfD;3.308;39,4 %;+75;3.100;36,8 %;+38
CDU;744;8,9 %;-21;817;9,7 %;-27
GRÜNE/B 90;55;0,7 %;-35;101;1,2 %;-41
DIE LINKE;237;2,8 %;-53;210;2,5 %;-72
BVB / FREIE WÄHLER;322;3,8 %;-04;134;1,6 %;-21
FDP;59;0,7 %;-42;55;0,7 %;-42
Tierschutzpartei;-;-;-;114;1,4 %;-11
Plus;-;-;-07;32;0,4 %;-05
BSW;-;-;-;1.244;14,8 %;+148
III. Weg;-;-;-;8;0,1 %;+01
DKP;-;-;-;1;0,0 %;+00
DLW;-;-;-;32;0,4 %;+04
WU;-;-;-;24;0,3 %;+03
Die PARTEI;49;0,6 %;+06;-;-;-
