Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.233;-;-;1.233;-;-
Wählende;629;51,0 %;-;629.0;51,0 %;-
Ungültige Stimmen;6;1,0 %;-;1.0;0,2 %;-
Gültige Stimmen;623;99,0 %;-;628.0;99,8 %;-
SPD;237;38,0 %;-;211.0;33,6 %;-
AfD;226;36,3 %;-;212.0;33,8 %;-
CDU;53;8,5 %;-;33.0;5,3 %;-
GRÜNE/B 90;7;1,1 %;-;15.0;2,4 %;-
DIE LINKE;48;7,7 %;-;29.0;4,6 %;-
BVB / FREIE WÄHLER;28;4,5 %;-;15.0;2,4 %;-
FDP;13;2,1 %;-;6.0;1,0 %;-
Tierschutzpartei;11;1,8 %;-;7.0;1,1 %;-
Plus;-;-;-;6.0;1,0 %;-
BSW;-;-;-;89.0;14,2 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,5 %;-
WU;-;-;-;1.0;0,2 %;-
