Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;925;-;-;925;-;-
Wählende;448;48,4 %;-;448;48,4 %;-
Ungültige Stimmen;5;1,1 %;-;2;0,4 %;-
Gültige Stimmen;443;98,9 %;-;446;99,6 %;-
SPD;184;41,5 %;-;178;39,9 %;-
AfD;98;22,1 %;-;92;20,6 %;-
CDU;78;17,6 %;-;75;16,8 %;-
GRÜNE/B 90;19;4,3 %;-;33;7,4 %;-
DIE LINKE;8;1,8 %;-;9;2,0 %;-
BVB / FREIE WÄHLER;40;9,0 %;-;6;1,3 %;-
FDP;11;2,5 %;-;7;1,6 %;-
Tierschutzpartei;-;-;-;4;0,9 %;-
Plus;5;1,1 %;-;7;1,6 %;-
BSW;-;-;-;31;7,0 %;-
III. Weg;-;-;-;2;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
