Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;79;-;-;79;-;-
Wählende;45;57,0 %;-;45;57,0 %;-
Ungültige Stimmen;2;4,4 %;-;1;2,2 %;-
Gültige Stimmen;43;95,6 %;-;44;97,8 %;-
SPD;16;37,2 %;-;18;40,9 %;-
AfD;12;27,9 %;-;12;27,3 %;-
CDU;8;18,6 %;-;7;15,9 %;-
GRÜNE/B 90;1;2,3 %;-;0;0,0 %;-
DIE LINKE;4;9,3 %;-;2;4,5 %;-
BVB / FREIE WÄHLER;1;2,3 %;-;1;2,3 %;-
FDP;1;2,3 %;-;1;2,3 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;3;6,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
