Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;397;-;-;397;-;-
Wählende;273;68,8 %;-;273;68,8 %;-
Ungültige Stimmen;5;1,8 %;-;3;1,1 %;-
Gültige Stimmen;268;98,2 %;-;270;98,9 %;-
SPD;70;26,1 %;-;74;27,4 %;-
AfD;126;47,0 %;-;116;43,0 %;-
CDU;28;10,4 %;-;21;7,8 %;-
GRÜNE/B 90;2;0,7 %;-;4;1,5 %;-
DIE LINKE;13;4,9 %;-;7;2,6 %;-
BVB / FREIE WÄHLER;13;4,9 %;-;6;2,2 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;4;1,5 %;-;2;0,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;32;11,9 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;10;3,7 %;-;4;1,5 %;-
WU;-;-;-;1;0,4 %;-
