Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;38.878;-;-;38.878;-;-
Wählende;27.502;70,7 %;+129;27.502;70,7 %;+129
Ungültige Stimmen;348;1,3 %;-00;221.0;0,8 %;-04
Gültige Stimmen;27.154;98,7 %;+00;27.281;99,2 %;+04
SPD;9.342;34,4 %;+87;8.472;31,1 %;+46
AfD;8.764;32,3 %;+99;7.979;29,2 %;+54
CDU;4.841;17,8 %;-16;3.286;12,0 %;-29
GRÜNE/B 90;633;2,3 %;-61;1.002;3,7 %;-66
DIE LINKE;1.144;4,2 %;-66;797.0;2,9 %;-77
BVB / FREIE WÄHLER;1.321;4,9 %;-17;628.0;2,3 %;-27
FDP;313;1,2 %;-31;250.0;0,9 %;-29
Tierschutzpartei;-;-;-;714.0;2,6 %;-05
Plus;630;2,3 %;+12;376.0;1,4 %;-03
BSW;-;-;-;3.54;13,0 %;+130
III. Weg;166;0,6 %;+06;64.0;0,2 %;+02
DKP;-;-;-;13.0;0,0 %;+00
DLW;-;-;-;95.0;0,3 %;+03
WU;-;-;-;65.0;0,2 %;+02
