Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;740;-;-;740;-;-
Wählende;388;52,4 %;-05;388;52,4 %;-05
Ungültige Stimmen;8;2,1 %;+09;4;1,0 %;-00
Gültige Stimmen;380;97,9 %;-09;384;99,0 %;+00
SPD;92;24,2 %;+54;92;24,0 %;+49
AfD;177;46,6 %;+131;164;42,7 %;+87
CDU;68;17,9 %;-71;39;10,2 %;-95
GRÜNE/B 90;8;2,1 %;-35;11;2,9 %;-31
DIE LINKE;-;-;-82;11;2,9 %;-58
BVB / FREIE WÄHLER;35;9,2 %;+31;9;2,3 %;-19
FDP;0;0,0 %;-27;1;0,3 %;-28
Tierschutzpartei;-;-;-;3;0,8 %;-29
Plus;-;-;-;2;0,5 %;-09
BSW;-;-;-;48;12,5 %;+125
III. Weg;-;-;-;1;0,3 %;+03
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,3 %;+03
WU;-;-;-;2;0,5 %;+05
