Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.094;-;-;1.094;-;-
Ungültige Stimmen;13;1,2 %;-;8.0;0,7 %;-
Gültige Stimmen;1.081;98,8 %;-;1.086;99,3 %;-
SPD;333;30,8 %;-;343.0;31,6 %;-
AfD;165;15,3 %;-;130.0;12,0 %;-
CDU;214;19,8 %;-;169.0;15,6 %;-
GRÜNE/B 90;55;5,1 %;-;75.0;6,9 %;-
DIE LINKE;90;8,3 %;-;45.0;4,1 %;-
BVB / FREIE WÄHLER;191;17,7 %;-;50.0;4,6 %;-
FDP;11;1,0 %;-;7.0;0,6 %;-
Tierschutzpartei;-;-;-;24.0;2,2 %;-
Plus;22;2,0 %;-;13.0;1,2 %;-
BSW;-;-;-;227.0;20,9 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;1.0;0,1 %;-
WU;-;-;-;1.0;0,1 %;-
