Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;228;-;-;228;-;-
Wählende;154;67,5 %;-;154;67,5 %;-
Ungültige Stimmen;1;0,6 %;-;2;1,3 %;-
Gültige Stimmen;153;99,4 %;-;152;98,7 %;-
SPD;57;37,3 %;-;47;30,9 %;-
AfD;57;37,3 %;-;54;35,5 %;-
CDU;14;9,2 %;-;13;8,6 %;-
GRÜNE/B 90;2;1,3 %;-;6;3,9 %;-
DIE LINKE;8;5,2 %;-;3;2,0 %;-
BVB / FREIE WÄHLER;10;6,5 %;-;6;3,9 %;-
FDP;0;0,0 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;20;13,2 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;1,3 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;5;3,3 %;-;-;-;-
