Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;84;-;-;84;-;-
Wählende;49;58,3 %;-;49;58,3 %;-
Ungültige Stimmen;0;0,0 %;-;1;2,0 %;-
Gültige Stimmen;49;100,0 %;-;48;98,0 %;-
SPD;24;49,0 %;-;26;54,2 %;-
AfD;11;22,4 %;-;10;20,8 %;-
CDU;8;16,3 %;-;5;10,4 %;-
GRÜNE/B 90;1;2,0 %;-;0;0,0 %;-
DIE LINKE;5;10,2 %;-;5;10,4 %;-
BVB / FREIE WÄHLER;0;0,0 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;0;0,0 %;-;0;0,0 %;-
BSW;-;-;-;2;4,2 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
