Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;809;-;-;809;-;-
Ungültige Stimmen;3;0,4 %;-;2;0,2 %;-
Gültige Stimmen;806;99,6 %;-;807;99,8 %;-
SPD;264;32,8 %;-;259;32,1 %;-
AfD;59;7,3 %;-;58;7,2 %;-
CDU;202;25,1 %;-;204;25,3 %;-
GRÜNE/B 90;134;16,6 %;-;105;13,0 %;-
DIE LINKE;62;7,7 %;-;49;6,1 %;-
BVB / FREIE WÄHLER;34;4,2 %;-;7;0,9 %;-
FDP;32;4,0 %;-;26;3,2 %;-
Tierschutzpartei;19;2,4 %;-;10;1,2 %;-
Plus;-;-;-;12;1,5 %;-
BSW;-;-;-;75;9,3 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,1 %;-
