Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;914;-;-;914;-;-
Wählende;427;46,7 %;-47;427;46,7 %;-47
Ungültige Stimmen;4;0,9 %;+00;2;0,5 %;-03
Gültige Stimmen;423;99,1 %;-00;425;99,5 %;+03
SPD;148;35,0 %;+69;129;30,4 %;+43
AfD;122;28,8 %;+140;116;27,3 %;+116
CDU;81;19,1 %;+16;62;14,6 %;-03
GRÜNE/B 90;21;5,0 %;-144;30;7,1 %;-135
DIE LINKE;16;3,8 %;-82;11;2,6 %;-76
BVB / FREIE WÄHLER;16;3,8 %;-03;10;2,4 %;-06
FDP;8;1,9 %;-17;4;0,9 %;-44
Tierschutzpartei;-;-;-;14;3,3 %;+09
Plus;11;2,6 %;+26;7;1,6 %;-00
BSW;-;-;-;38;8,9 %;+89
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,2 %;+02
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;3;0,7 %;+07
EB Müller;0;0,0 %;-05;-;-;-
