Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;227;-;-;227;-;-
Wählende;76;33,5 %;-;76;33,5 %;-
Ungültige Stimmen;2;2,6 %;-;0;0,0 %;-
Gültige Stimmen;74;97,4 %;-;76;100,0 %;-
SPD;28;37,8 %;-;24;31,6 %;-
AfD;26;35,1 %;-;23;30,3 %;-
CDU;7;9,5 %;-;4;5,3 %;-
GRÜNE/B 90;2;2,7 %;-;7;9,2 %;-
DIE LINKE;2;2,7 %;-;1;1,3 %;-
BVB / FREIE WÄHLER;4;5,4 %;-;2;2,6 %;-
FDP;1;1,4 %;-;1;1,3 %;-
Tierschutzpartei;-;-;-;4;5,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;8;10,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;5,4 %;-;1;1,3 %;-
WU;-;-;-;1;1,3 %;-
