Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;518;-;-;518;-;-
Ungültige Stimmen;3;0,6 %;-;1;0,2 %;-
Gültige Stimmen;515;99,4 %;-;517;99,8 %;-
SPD;187;36,3 %;-;170;32,9 %;-
AfD;34;6,6 %;-;28;5,4 %;-
CDU;76;14,8 %;-;65;12,6 %;-
GRÜNE/B 90;116;22,5 %;-;103;19,9 %;-
DIE LINKE;56;10,9 %;-;42;8,1 %;-
BVB / FREIE WÄHLER;23;4,5 %;-;7;1,4 %;-
FDP;13;2,5 %;-;12;2,3 %;-
Tierschutzpartei;10;1,9 %;-;7;1,4 %;-
Plus;-;-;-;16;3,1 %;-
BSW;-;-;-;64;12,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;2;0,4 %;-
