Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;720;-;-;720;-;-
Wählende;406;56,4 %;-;406;56,4 %;-
Ungültige Stimmen;5;1,2 %;-;5;1,2 %;-
Gültige Stimmen;401;98,8 %;-;401;98,8 %;-
SPD;164;40,9 %;-;140;34,9 %;-
AfD;137;34,2 %;-;122;30,4 %;-
CDU;46;11,5 %;-;40;10,0 %;-
GRÜNE/B 90;5;1,2 %;-;12;3,0 %;-
DIE LINKE;17;4,2 %;-;15;3,7 %;-
BVB / FREIE WÄHLER;23;5,7 %;-;11;2,7 %;-
FDP;3;0,7 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;7;1,7 %;-
Plus;6;1,5 %;-;4;1,0 %;-
BSW;-;-;-;49;12,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
