Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.148;-;-;1.148;-;-
Wählende;518;45,1 %;-;518.0;45,1 %;-
Ungültige Stimmen;9;1,7 %;-;4.0;0,8 %;-
Gültige Stimmen;509;98,3 %;-;514.0;99,2 %;-
SPD;166;32,6 %;-;140.0;27,2 %;-
AfD;195;38,3 %;-;169.0;32,9 %;-
CDU;55;10,8 %;-;34.0;6,6 %;-
GRÜNE/B 90;11;2,2 %;-;11.0;2,1 %;-
DIE LINKE;46;9,0 %;-;29.0;5,6 %;-
BVB / FREIE WÄHLER;23;4,5 %;-;13.0;2,5 %;-
FDP;0;0,0 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;14.0;2,7 %;-
Plus;13;2,6 %;-;6.0;1,2 %;-
BSW;-;-;-;93.0;18,1 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,6 %;-
WU;-;-;-;0.0;0,0 %;-
