Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;184;-;-;184;-;-
Wählende;110;59,8 %;+169;110;59,8 %;+169
Ungültige Stimmen;1;0,9 %;-07;1;0,9 %;-04
Gültige Stimmen;109;99,1 %;+07;109;99,1 %;+04
SPD;52;47,7 %;+210;53;48,6 %;+173
AfD;31;28,4 %;+46;28;25,7 %;+09
CDU;13;11,9 %;-69;9;8,3 %;-81
GRÜNE/B 90;1;0,9 %;-65;2;1,8 %;-58
DIE LINKE;6;5,5 %;-121;2;1,8 %;-97
BVB / FREIE WÄHLER;5;4,6 %;+13;1;0,9 %;-17
FDP;1;0,9 %;-14;2;1,8 %;-06
Tierschutzpartei;-;-;-;0;0,0 %;-25
Plus;0;0,0 %;00;0;0,0 %;-07
BSW;-;-;-;12;11,0 %;+110
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
EB Mießner;0;0,0 %;00;-;-;-
